Gene	sgRNA	Vehicle|beta	Vehicle|z	Vehicle|p-value	Vehicle|fdr	Vehicle|wald-p-value	Vehicle|wald-fdr	APR|beta	APR|z	APR|p-value	APR|fdr	APR|wald-p-value	APR|wald-fdr
XAGE1E	4	0.0807	0.29487	0.66542	0.97443	0.76809	0.96955	0.12071	0.44099	0.61187	0.97227	0.65922	0.88731
DCST1	4	-0.01084	-0.064038	0.9551	0.99699	0.94894	0.99456	0.084386	0.49852	0.73628	0.98484	0.61812	0.87338
MAGEB18	4	0.1241	0.99938	0.49707	0.94779	0.31761	0.95209	0.10977	0.88393	0.64797	0.9783	0.37673	0.79815
AKAP5	4	-0.28463	-1.1213	0.19511	0.80504	0.26218	0.95209	-0.39726	-1.5612	0.11665	0.68059	0.11847	0.75718
PDIA3	4	0.025719	0.078914	0.88947	0.99291	0.9371	0.99172	0.049444	0.15167	0.86381	0.99571	0.87945	0.964
IER5L	4	-0.12156	-0.52273	0.5446	0.95755	0.60116	0.953	-0.084701	-0.3642	0.67681	0.98042	0.71571	0.91086
RINT1	4	0.149	0.39484	0.41324	0.9299	0.69296	0.96074	-0.30121	-0.78143	0.21067	0.81344	0.43455	0.81731
FAM81A	4	0.48739	1.2771	0.0077068	0.14554	0.20156	0.95209	0.43014	1.1267	0.051313	0.47889	0.25986	0.76771
GALNT5	4	0.1396	0.77452	0.44431	0.93594	0.43862	0.95209	0.07692	0.42669	0.76333	0.98581	0.6696	0.89203
LCN6	4	-0.19239	-1.6556	0.35392	0.91513	0.0978	0.95209	0.068206	0.58767	0.79316	0.98994	0.55675	0.85406
OR13C5	4	-0.17922	-1.0201	0.38385	0.92423	0.3077	0.95209	-0.23358	-1.3287	0.31548	0.89727	0.18396	0.75718
FAM114A2	4	0.14235	0.59595	0.437	0.93584	0.55121	0.953	0.39159	1.6397	0.074334	0.56443	0.10106	0.75718
FNDC4	4	0.16167	0.88381	0.37435	0.91974	0.3768	0.95209	0.28985	1.5846	0.19103	0.79095	0.11305	0.75718
ZNF79	4	0.035129	0.10544	0.85054	0.99121	0.91603	0.9906	0.12357	0.37103	0.60193	0.9712	0.71062	0.90913
C21orf58	4	0.045557	0.2025	0.80693	0.99079	0.83953	0.97987	0.25651	1.1415	0.2502	0.85222	0.25367	0.76583
TPSD1	4	-0.17119	-1.2639	0.40384	0.92816	0.20626	0.95209	0.077725	0.5751	0.76039	0.98514	0.56522	0.85715
CAMLG	4	-0.11562	-0.72701	0.56344	0.96113	0.46722	0.95209	-0.071415	-0.44903	0.72116	0.98372	0.65341	0.88663
KCNT1	4	0.07492	0.87449	0.68869	0.97799	0.38185	0.95209	-0.094202	-1.0985	0.64792	0.9783	0.272	0.76828
C1QTNF2	4	0.068206	0.31227	0.715	0.98178	0.75484	0.96713	-0.022565	-0.10314	0.8838	0.99664	0.91785	0.97633
NDUFS6	4	-0.41339	-2.0547	0.081991	0.60044	0.039912	0.95209	-0.15502	-0.77096	0.47882	0.94736	0.44073	0.81788
TUBG2	4	0.047126	0.20888	0.79942	0.99079	0.83454	0.9793	0.073585	0.32609	0.77451	0.98789	0.74436	0.92047
controlguide142	1	0.25091	0.62634	0.46639	0.94406	0.53109	0.953	0.25234	0.62991	0.53704	0.96014	0.52875	0.84304
CD3E	4	0.3744	1.2197	0.038484	0.41368	0.22258	0.95209	0.44776	1.4587	0.042214	0.4325	0.14466	0.75718
ZNF749	4	-0.042013	-0.26669	0.82871	0.99079	0.78971	0.9728	0.22595	1.4369	0.31603	0.89732	0.15073	0.75718
NR4A1	4	0.091339	0.27259	0.62038	0.96918	0.78517	0.97272	0.3595	1.0746	0.10377	0.65376	0.28255	0.76981
C15orf53	4	-0.012777	-0.055955	0.947	0.99597	0.95538	0.9949	0.14347	0.62959	0.54003	0.96014	0.52896	0.84316
MYO3B	4	0.30565	1.42	0.087261	0.61278	0.15561	0.95209	0.33869	1.5734	0.1249	0.69324	0.11563	0.75718
LRRC57	4	-0.22794	-0.82829	0.28267	0.87431	0.40751	0.95209	0.19542	0.71733	0.39171	0.92581	0.47317	0.82551
controlguide913	1	0.30112	0.84913	0.38206	0.92268	0.39581	0.95209	0.067484	0.1903	0.8838	0.99664	0.84907	0.9549
PLSCR5	4	0.18795	1.6142	0.30027	0.88059	0.10649	0.95209	0.029869	0.25585	0.9294	0.9983	0.79807	0.93716
HILPDA	4	0.26758	1.5501	0.13644	0.73037	0.12113	0.95209	0.096054	0.55625	0.69595	0.98295	0.57804	0.86094
HSPA12B	4	0.17706	0.60366	0.32936	0.90218	0.54607	0.953	0.47845	1.6326	0.029883	0.36043	0.10255	0.75718
LRRC34	4	0.038693	0.20942	0.83647	0.99121	0.83412	0.979	0.10395	0.56262	0.66875	0.98028	0.57369	0.85968
ACSL3	4	-0.045051	-0.38497	0.81648	0.99079	0.70026	0.96074	-0.13915	-1.1881	0.51904	0.95969	0.23479	0.76342
STAP1	4	-0.10836	-0.39701	0.58686	0.96518	0.69136	0.96074	0.010825	0.039689	0.99891	0.9999	0.96834	0.99212
C8A	4	-0.093089	-0.57144	0.63654	0.97088	0.5677	0.953	0.078934	0.48464	0.75607	0.98514	0.62793	0.87642
MTTP	4	0.036235	0.17564	0.84581	0.99121	0.86058	0.98247	-0.0028333	-0.013731	0.95197	0.99892	0.98904	0.99719
DHTKD1	4	-0.13728	-0.67811	0.49374	0.94713	0.4977	0.95281	-0.42939	-2.1069	0.096112	0.63482	0.035122	0.75718
SLC12A4	4	-0.075619	-0.45116	0.70346	0.98034	0.65188	0.95733	-0.10796	-0.6438	0.60715	0.9716	0.51971	0.84008
CCNH	4	-0.12562	-0.22115	0.53177	0.95726	0.82498	0.9789	-0.16122	-0.2833	0.4651	0.94552	0.77695	0.9312
COG1	4	-0.31288	-1.8226	0.16164	0.77576	0.068357	0.95209	-0.17575	-1.0244	0.43089	0.93641	0.30565	0.77557
PTPN7	4	0.13468	1.22	0.46261	0.94406	0.22247	0.95209	0.0064536	0.058424	0.98707	0.9999	0.95341	0.98724
GJB4	4	0.0054526	0.033955	0.97688	0.99782	0.97291	0.99761	-0.0737	-0.45712	0.71316	0.98372	0.64759	0.8839
TNNI2	4	0.22866	1.0989	0.20615	0.81646	0.27182	0.95209	0.159	0.76379	0.49433	0.95221	0.44499	0.81903
FRRS1	4	0.23133	1.7846	0.20092	0.81096	0.07432	0.95209	-0.0052487	-0.04042	0.94327	0.99892	0.96776	0.99201
RAI1	4	-0.11198	-1.2183	0.57463	0.96309	0.2231	0.95209	-0.064888	-0.70595	0.7418	0.98514	0.48022	0.82665
GNG10	4	-0.1404	-0.94699	0.48518	0.94713	0.34364	0.95209	0.022892	0.15449	0.95416	0.99892	0.87722	0.96308
SMPDL3B	4	-0.034414	-0.30019	0.86038	0.99121	0.76403	0.96904	0.0012838	0.011196	0.96738	0.99892	0.99107	0.99771
RASSF7	4	-0.11656	-0.8067	0.56026	0.96113	0.41984	0.95209	-0.12168	-0.84211	0.56588	0.96369	0.39973	0.80781
SPOCK1	4	0.012955	0.036454	0.94302	0.99564	0.97092	0.99761	0.14244	0.40113	0.54276	0.96014	0.68832	0.89847
CEP290	4	0.21042	1.0975	0.24473	0.85082	0.27243	0.95209	0.14672	0.76508	0.53048	0.9597	0.44422	0.81882
RASL12	4	-0.1104	-0.8145	0.5798	0.96482	0.41536	0.95209	-0.1714	-1.2644	0.44217	0.94116	0.20609	0.76078
C8orf58	4	-0.068561	-0.31679	0.72951	0.98289	0.7514	0.96713	0.1731	0.80022	0.45267	0.9445	0.42358	0.81391
ZSCAN9	4	-0.13708	-0.86833	0.49418	0.94713	0.38521	0.95209	-0.05346	-0.33872	0.77834	0.98826	0.73482	0.9164
CAPN12	4	0.04409	0.22204	0.81275	0.99079	0.82429	0.9789	0.22765	1.1487	0.3118	0.89445	0.25068	0.76583
NEFM	4	-0.14282	-0.77442	0.47807	0.94713	0.43868	0.95209	0.34949	1.8976	0.11471	0.67733	0.057751	0.75718
controlguide126	1	-0.014687	-0.12708	0.95868	0.99772	0.89888	0.98664	0.10958	0.94819	0.80748	0.99158	0.34303	0.79317
GALNT10	4	0.089357	0.34618	0.62749	0.96918	0.72921	0.96644	0.42276	1.6399	0.054793	0.49662	0.10103	0.75718
HSD17B6	4	0.16259	0.79293	0.37182	0.91974	0.42782	0.95209	0.23739	1.1578	0.29122	0.87881	0.24694	0.76574
SGCA	4	0.096446	0.35015	0.60039	0.966	0.72622	0.96606	0.339	1.2311	0.1248	0.69324	0.21829	0.76209
RGR	4	0.14404	0.84887	0.43143	0.93577	0.39595	0.95209	0.17142	1.0102	0.45759	0.94484	0.31239	0.77989
SERPINA4	4	0.0089403	0.089064	0.96057	0.99782	0.92903	0.99142	-0.048	-0.47816	0.79803	0.99056	0.63254	0.87814
TAF5L	4	0.59738	1.7292	0.0013425	0.039187	0.083767	0.95209	0.3086	0.89283	0.16309	0.75057	0.37195	0.79752
GPANK1	4	0.22652	0.91195	0.20973	0.81935	0.36179	0.95209	-0.024934	-0.1003	0.87575	0.99571	0.92011	0.97665
ITSN1	4	0.1897	1.0057	0.29594	0.87983	0.31454	0.95209	0.28841	1.5292	0.19332	0.79331	0.1262	0.75718
NSUN7	4	0.20616	1.3678	0.25482	0.85874	0.17137	0.95209	-0.065701	-0.43472	0.73961	0.98514	0.66376	0.8892
TMEM40	4	-0.068987	-0.41802	0.72827	0.9823	0.67593	0.96038	0.16661	1.0114	0.47161	0.94736	0.3118	0.77939
GLP2R	4	0.042912	0.66574	0.81812	0.99079	0.50557	0.95281	0.0084732	0.13145	0.99428	0.9999	0.89542	0.97098
MAL	4	0.34602	1.3721	0.054395	0.49458	0.17005	0.95209	-0.2122	-0.8339	0.35611	0.91355	0.40434	0.80851
ANKRD32	4	0.089938	0.33789	0.6252	0.96918	0.73545	0.96644	0.35231	1.3237	0.11207	0.67576	0.1856	0.75718
TLR6	4	0.031556	0.25897	0.8658	0.99121	0.79566	0.97344	0.092237	0.75698	0.71052	0.98372	0.44906	0.8197
C1GALT1C1	4	0.35134	1.5723	0.050467	0.4743	0.11588	0.95209	0.021737	0.097033	0.95913	0.99892	0.9227	0.97676
ZNF14	4	0.30386	1.3466	0.089002	0.6178	0.1781	0.95209	0.097689	0.4327	0.69118	0.98254	0.66524	0.89007
PDZD11	4	-0.042889	-0.24056	0.82523	0.99079	0.80989	0.97566	0.14969	0.8408	0.52198	0.95969	0.40046	0.80781
SNX4	4	-0.25439	-1.8977	0.23772	0.84317	0.057737	0.95209	-0.14402	-1.0746	0.50651	0.95795	0.28254	0.76981
SCP2	4	0.077054	0.54711	0.67979	0.97598	0.5843	0.953	-0.10126	-0.71607	0.62689	0.97316	0.47395	0.82563
ZNF124	4	-0.13977	-0.86663	0.48737	0.94713	0.38614	0.95209	-0.27177	-1.6849	0.25254	0.85477	0.092013	0.75718
MPO	4	-0.11387	-0.63925	0.56797	0.96156	0.52266	0.953	0.19475	1.0951	0.3937	0.9262	0.27345	0.76888
MTHFD1L	4	0.23709	1.0518	0.19014	0.8037	0.29289	0.95209	-0.44101	-1.9492	0.088455	0.60966	0.051275	0.75718
CS	4	-1.5949	-3.9932	0	0	6.5191e-05	0.032179	-0.52701	-1.3538	0.051362	0.47913	0.17579	0.75718
ZIK1	4	0.25091	0.78393	0.16602	0.78074	0.43308	0.95209	0.23889	0.74609	0.28799	0.87739	0.45561	0.82137
CEACAM16	4	-0.035242	-0.25428	0.8574	0.99121	0.79928	0.97442	-0.096759	-0.69789	0.63982	0.97708	0.48525	0.8286
PVR	4	0.17625	0.86889	0.33229	0.90433	0.38491	0.95209	0.32544	1.6062	0.14041	0.71602	0.10823	0.75718
KRTAP19-2	4	0.16446	0.87394	0.3669	0.91796	0.38215	0.95209	0.14939	0.79261	0.52322	0.95969	0.42801	0.81545
DPH2	4	-0.46831	-1.3099	0.054047	0.49297	0.19021	0.95209	-0.50453	-1.4089	0.058622	0.50884	0.15888	0.75718
C19orf57	4	-0.18467	-1.4641	0.37107	0.91965	0.14317	0.95209	0.12527	0.99577	0.59631	0.97033	0.31936	0.78174
controlguide751	1	0.37719	0.29535	0.27242	0.86764	0.76772	0.96939	0.7916	0.61986	0.062301	0.521	0.53535	0.84593
UBR1	4	0.17863	0.93458	0.32443	0.89843	0.35	0.95209	0.25321	1.3249	0.25736	0.85788	0.18519	0.75718
RHBG	4	0.042926	0.22872	0.81797	0.99079	0.81908	0.97863	0.26917	1.4358	0.22743	0.8333	0.15105	0.75718
SPATA32	4	0.20812	0.92882	0.25	0.85353	0.35298	0.95209	0.25788	1.1509	0.24732	0.8492	0.24977	0.76583
APOBEC3H	4	0.15286	1.2064	0.4014	0.92728	0.22765	0.95209	0.17931	1.4151	0.43561	0.93851	0.15705	0.75718
HOXA3	4	0.02451	0.21375	0.89449	0.99291	0.83074	0.9789	0.023577	0.20548	0.95202	0.99892	0.8372	0.95086
OR52W1	4	0.12145	0.62531	0.50602	0.94997	0.53177	0.953	0.2878	1.4821	0.19441	0.7938	0.13832	0.75718
SPIN2A	4	-0.28828	-1.7519	0.19103	0.80415	0.079791	0.95209	-0.17185	-1.0451	0.44128	0.94102	0.29596	0.77224
NEK2	4	-0.27646	-1.2268	0.2061	0.81643	0.2199	0.95209	-0.43567	-1.9244	0.091885	0.62264	0.054305	0.75718
VBP1	4	-0.32274	-1.0101	0.15046	0.75916	0.31246	0.95209	-0.5793	-1.8123	0.036446	0.40055	0.069945	0.75718
C17orf104	4	0.090525	0.38575	0.62336	0.96918	0.69968	0.96074	-0.060522	-0.2572	0.75592	0.98514	0.79702	0.93686
TCP10L	4	0.11629	0.42163	0.52506	0.95434	0.67329	0.96038	-0.20041	-0.72394	0.37783	0.92064	0.4691	0.8254
SRGAP2B	4	-0.023599	-0.077427	0.90185	0.99333	0.93828	0.99195	-0.024497	-0.080293	0.87714	0.99571	0.936	0.98052
OXTR	4	-0.13265	-0.82552	0.50865	0.95138	0.40907	0.95209	0.070482	0.4389	0.78525	0.98912	0.66073	0.88774
ALPL	4	0.43437	1.4448	0.017651	0.25931	0.14852	0.95209	0.41951	1.3954	0.056434	0.5031	0.1629	0.75718
MEGF9	4	-0.13932	-0.70977	0.48837	0.94713	0.47785	0.95209	0.067715	0.34555	0.79485	0.98994	0.72968	0.91456
DGCR8	4	-0.87063	-1.7362	0.0026352	0.064634	0.082523	0.95209	-0.8927	-1.7784	0.0044749	0.10563	0.075336	0.75718
PCDH12	4	0.034991	0.19894	0.85098	0.99121	0.84231	0.98024	0.21766	1.2388	0.33492	0.90457	0.21543	0.76098
DNAJC25	4	-0.092465	-0.32804	0.63887	0.97128	0.74288	0.96644	-0.44219	-1.5568	0.08746	0.60599	0.11951	0.75718
TALDO1	4	0.11495	0.42213	0.52998	0.95648	0.67293	0.96038	-0.069503	-0.2533	0.72698	0.98372	0.80004	0.93739
FAM229A	4	-0.39824	-1.7761	0.091339	0.62632	0.07571	0.95209	-0.21018	-0.94017	0.35944	0.91356	0.34713	0.79562
CBFB	4	0.20162	1.11	0.26472	0.86522	0.26701	0.95209	0.28742	1.5827	0.19476	0.79388	0.1135	0.75718
GUCY2C	4	-0.013995	-0.10629	0.94188	0.99564	0.91535	0.9906	-0.26744	-2.0244	0.25865	0.85998	0.04293	0.75718
STEAP4	4	0.32347	1.0887	0.071301	0.56016	0.27626	0.95209	0.41731	1.4048	0.057578	0.50744	0.16009	0.75718
NUBP1	4	-0.80525	-1.4469	0.0044252	0.095391	0.14793	0.95209	-0.27233	-0.49494	0.25179	0.85454	0.62064	0.87443
IFFO1	4	-0.019529	-0.071738	0.91895	0.99405	0.94281	0.99308	-0.16107	-0.59061	0.46564	0.94561	0.55478	0.85276
PEX5L	4	0.04977	0.20334	0.78863	0.99025	0.83887	0.97987	0.30756	1.2587	0.16463	0.7513	0.20815	0.76078
PID1	4	0.056694	0.51431	0.76094	0.98621	0.60704	0.953	0.078483	0.7119	0.75786	0.98514	0.47653	0.82563
TRIM55	4	0.040315	0.19105	0.82906	0.99079	0.84848	0.9809	0.14532	0.68898	0.535	0.96014	0.49084	0.83044
MYADM	4	0.014868	0.08759	0.93576	0.99564	0.9302	0.99142	0.16009	0.94506	0.49115	0.95074	0.34463	0.79397
SLC25A27	4	0.1654	1.2889	0.36386	0.9167	0.19743	0.95209	-0.11473	-0.89304	0.58736	0.96981	0.37184	0.79752
controlguide695	1	0.36179	0.76311	0.29246	0.87847	0.4454	0.95209	0.18099	0.38176	0.67591	0.98042	0.70264	0.90546
TRIM37	4	-0.0189	-0.14831	0.92199	0.99405	0.88209	0.98306	0.097852	0.76836	0.69068	0.98232	0.44227	0.81825
PDCL	4	0.24087	1.7209	0.18307	0.79628	0.085276	0.95209	-0.0085289	-0.060927	0.93228	0.9983	0.95142	0.98653
controlguide903	1	0.87319	0.58241	0.018745	0.26852	0.56029	0.953	0.46558	0.31054	0.25174	0.85454	0.75615	0.92368
LEFTY1	4	-0.35559	-1.659	0.12092	0.69943	0.097121	0.95209	-0.43647	-2.0329	0.091438	0.62141	0.042061	0.75718
PDE9A	4	0.21585	1.1032	0.23285	0.84166	0.26995	0.95209	0.20429	1.0435	0.36814	0.91879	0.29674	0.77261
CDRT4	4	0.077636	0.41329	0.67741	0.97591	0.67939	0.96049	0.15241	0.81143	0.51362	0.95868	0.41712	0.81227
LILRA4	4	-0.24548	-1.4291	0.25134	0.85403	0.15296	0.95209	-0.35839	-2.0835	0.14877	0.73176	0.037205	0.75718
PODXL2	4	0.087426	0.38254	0.63659	0.97088	0.70206	0.96074	0.039522	0.17257	0.89623	0.99713	0.86299	0.95897
ZNF317	4	0.13064	0.68652	0.47564	0.94703	0.49239	0.95281	0.21867	1.1495	0.33229	0.90448	0.25036	0.76583
FGF1	4	0.19304	1.283	0.2863	0.87561	0.19949	0.95209	0.24854	1.652	0.26661	0.86614	0.09854	0.75718
PDGFRL	4	0.078137	0.56981	0.67606	0.97553	0.56881	0.953	0.0050329	0.0367	0.9814	0.9997	0.97072	0.99331
TRIM46	4	0.24855	0.84121	0.1701	0.78707	0.40023	0.95209	0.28405	0.96117	0.20018	0.8004	0.33647	0.7899
FILIP1L	4	0.012744	0.095301	0.94401	0.99586	0.92408	0.99142	0.15559	1.1644	0.50537	0.95778	0.24426	0.76466
LINC00452	4	0.12929	1.0999	0.48096	0.94713	0.27137	0.95209	-0.098448	-0.83591	0.6348	0.9756	0.40321	0.80834
SLC5A5	4	0.026544	0.14705	0.88594	0.9922	0.88309	0.98342	0.16414	0.90939	0.47932	0.94736	0.36315	0.79752
USP53	4	0.031174	0.24886	0.86729	0.99121	0.80347	0.9747	-0.092083	-0.73293	0.65444	0.97922	0.4636	0.82414
H1FOO	4	0.2297	1.1446	0.20401	0.81485	0.25237	0.95209	0.1781	0.88723	0.43889	0.93934	0.37496	0.79752
PATL2	4	0.080064	0.46701	0.66841	0.97443	0.64049	0.95532	-0.068265	-0.39717	0.73101	0.98372	0.69124	0.9001
ENTHD1	4	0.35494	1.7587	0.048727	0.46537	0.078632	0.95209	0.16001	0.79211	0.49145	0.95074	0.4283	0.81545
GPR146	4	0.29986	0.65496	0.093526	0.63271	0.5125	0.953	0.67834	1.4962	0.0032816	0.084507	0.13461	0.75718
AARSD1	4	-0.017123	-0.12055	0.93009	0.99553	0.90405	0.98838	-0.21125	-1.4856	0.35755	0.91355	0.13738	0.75718
FAM83D	4	-0.29418	-1.2052	0.18387	0.79715	0.22813	0.95209	-0.18279	-0.74895	0.41562	0.93422	0.45389	0.82137
ERI1	4	0.13746	0.59511	0.45286	0.94133	0.55177	0.953	-0.24953	-1.0717	0.2865	0.87686	0.28388	0.77045
OXCT1	4	0.22936	0.82311	0.2046	0.81485	0.41044	0.95209	0.34833	1.2501	0.116	0.67958	0.21125	0.76098
OR1L3	4	0.29906	1.4564	0.094023	0.63278	0.14528	0.95209	0.26054	1.2687	0.24254	0.84581	0.20454	0.76066
PTPRZ1	4	0.07594	0.28747	0.68462	0.97715	0.77375	0.97163	0.3068	1.163	0.16562	0.7526	0.24483	0.76484
C22orf46	4	0.12488	0.78737	0.49433	0.94713	0.43107	0.95209	-0.27474	-1.7299	0.24771	0.84945	0.083648	0.75718
ACBD5	4	0.086488	1.0482	0.64012	0.9713	0.29453	0.95209	0.099005	1.1999	0.68656	0.98159	0.23017	0.76342
ZNF507	4	0.084258	0.36437	0.64867	0.97249	0.71558	0.96291	0.16821	0.7276	0.46649	0.94605	0.46686	0.8246
RGS22	4	0.024357	0.10609	0.89544	0.99291	0.91551	0.9906	-0.21364	-0.92733	0.35357	0.91261	0.35376	0.79635
DRD3	4	0.24148	1.0696	0.18243	0.79628	0.2848	0.95209	0.18189	0.80531	0.4289	0.93577	0.42064	0.81328
TMSB4X	4	0.010593	0.044367	0.95391	0.99699	0.96461	0.99661	0.28593	1.2021	0.19764	0.79824	0.22933	0.76342
TMEM14E	4	0.13248	0.68866	0.46937	0.94513	0.49103	0.95281	0.21117	1.098	0.34974	0.91008	0.27221	0.76828
controlguide505	1	0.32749	0.60121	0.34169	0.9096	0.5477	0.953	0.32982	0.60549	0.41488	0.93422	0.54486	0.84882
OR10X1	4	0.34494	1.6623	0.055091	0.49731	0.096456	0.95209	0.26749	1.2878	0.23031	0.83613	0.19781	0.75718
CHKA	4	-0.41015	-1.1747	0.08393	0.60513	0.24013	0.95209	-0.43656	-1.2467	0.091339	0.62124	0.21251	0.76098
ZSCAN5A	4	0.09235	0.50201	0.6159	0.96849	0.61566	0.95392	0.11403	0.61977	0.63335	0.97482	0.53541	0.84595
RRAGA	4	-0.039657	-0.32506	0.83895	0.99121	0.74513	0.96678	-0.18539	-1.5194	0.41045	0.93393	0.12867	0.75718
controlguide920	1	0.19618	0.28131	0.58045	0.96482	0.77848	0.9719	0.51308	0.73573	0.20938	0.81152	0.4619	0.82363
TINF2	4	-1.3931	-2.3843	4.9722e-05	0.0028329	0.017111	0.72908	-1.3826	-2.3658	0.00029833	0.016713	0.017991	0.62192
CCL3	4	-0.21388	-0.73981	0.30827	0.88551	0.45941	0.95209	-0.128	-0.44328	0.54942	0.96082	0.65756	0.88731
JAG1	4	0.38915	1.7462	0.031474	0.36867	0.080779	0.95209	0.1165	0.52241	0.6251	0.97291	0.60138	0.86808
HAO2	4	0.090233	0.74577	0.6245	0.96918	0.45581	0.95209	0.026264	0.21706	0.94227	0.99892	0.82816	0.94706
C17orf99	4	0.14612	1.4009	0.42378	0.93442	0.16124	0.95209	0.058949	0.56494	0.82866	0.99267	0.57212	0.85959
CHCHD6	4	0.11774	0.60764	0.52004	0.95364	0.54343	0.953	0.097756	0.50447	0.69103	0.98254	0.61393	0.8723
FAM216B	4	0.054471	0.43106	0.76875	0.98635	0.66643	0.9597	-0.040391	-0.3195	0.82334	0.99267	0.74935	0.92191
DCUN1D4	4	-0.19967	-0.99196	0.33666	0.9063	0.32122	0.95209	0.30831	1.5357	0.16368	0.75114	0.12462	0.75718
CPS1	4	-0.2702	-1.5565	0.21505	0.82541	0.1196	0.95209	-0.18855	-1.0863	0.40399	0.93142	0.27734	0.76981
CDKN2AIP	4	-0.058522	-0.26385	0.76651	0.98621	0.79189	0.9728	-0.45756	-2.0512	0.079803	0.58318	0.040248	0.75718
RDH10	4	0.031116	0.13412	0.86754	0.99121	0.8933	0.98531	0.39065	1.6868	0.075129	0.56677	0.091637	0.75718
GOT1	4	-0.025323	-0.16329	0.89464	0.99291	0.87029	0.98277	0.27633	1.7857	0.21311	0.81536	0.074156	0.75718
IPO7	4	-0.28313	-0.79762	0.19734	0.80704	0.42509	0.95209	-0.49705	-1.3912	0.061356	0.51783	0.16417	0.75718
ARHGEF17	4	0.041378	0.25786	0.82418	0.99079	0.79651	0.97346	0.10345	0.64482	0.67059	0.98028	0.51904	0.83989
COIL	4	0.1216	0.70601	0.50537	0.94997	0.48018	0.95209	0.17924	1.0407	0.43576	0.93856	0.29799	0.7733
RRP8	4	-0.12142	-0.66925	0.545	0.95755	0.50334	0.95281	-0.0098401	-0.054288	0.928	0.9983	0.95671	0.98831
controlguide51	1	0.11196	0.63601	0.76507	0.98621	0.52477	0.953	0.1245	0.70725	0.78142	0.9887	0.47941	0.82632
CLPTM1L	4	-0.031022	-0.23645	0.87371	0.99121	0.81308	0.97646	-0.091712	-0.69556	0.65578	0.97922	0.4867	0.82909
CASKIN1	4	0.15837	1.1647	0.38375	0.9242	0.24412	0.95209	0.10827	0.79623	0.65319	0.97922	0.4259	0.81454
NHLRC2	4	-0.37855	-1.757	0.10446	0.65937	0.078916	0.95209	-0.49133	-2.2777	0.063445	0.52381	0.022745	0.66106
VAT1	4	-0.10976	-0.90948	0.58239	0.96482	0.36309	0.95209	0.0804	0.66699	0.75065	0.98514	0.50478	0.83645
SULT4A1	4	0.068868	0.45567	0.71241	0.98112	0.64863	0.95703	0.078132	0.5169	0.75885	0.98514	0.60523	0.8692
controlguide787	1	0.17647	0.90833	0.62624	0.96918	0.3637	0.95209	-0.036071	-0.18566	0.92989	0.9983	0.85271	0.95561
RBM3	4	0.32335	1.2359	0.0714	0.56023	0.21648	0.95209	-0.014721	-0.055818	0.91254	0.9983	0.95549	0.98791
C16orf96	4	0.40875	1.2398	0.024264	0.31525	0.21506	0.95209	0.40515	1.2288	0.064588	0.52915	0.21914	0.76209
NOS1	4	-0.029438	-0.11116	0.87977	0.99121	0.91149	0.98965	0.053436	0.20182	0.85004	0.99569	0.84005	0.95163
F12	4	-0.085095	-1.0745	0.66662	0.97443	0.28258	0.95209	-0.1372	-1.7322	0.52501	0.95969	0.083239	0.75718
NPFFR2	4	0.2347	1.3186	0.19486	0.80504	0.18729	0.95209	0.19246	1.0812	0.40031	0.92925	0.27959	0.76981
DAZAP2	4	-0.106	-0.95528	0.59338	0.96585	0.33944	0.95209	0.064275	0.58068	0.80877	0.99184	0.56146	0.85548
RHBDD1	4	-0.018366	-0.12371	0.92427	0.99486	0.90155	0.98722	0.23297	1.5721	0.30101	0.88593	0.11593	0.75718
SGTB	4	0.16718	0.77802	0.35859	0.91549	0.43656	0.95209	-0.21128	-0.97918	0.3575	0.91355	0.32749	0.78466
NRIP1	4	0.20153	0.76853	0.26492	0.86522	0.44217	0.95209	0.32936	1.256	0.13544	0.71011	0.2091	0.76098
GPR65	4	0.00016628	0.0019531	0.9994	0.9998	0.99844	0.9996	0.028273	0.33201	0.93472	0.99831	0.73988	0.91889
HOMER1	4	0.24281	1.2776	0.17999	0.79547	0.20139	0.95209	0.19657	1.0341	0.38872	0.92581	0.30108	0.7749
MYO1A	4	0.35975	1.2205	0.046191	0.45437	0.22228	0.95209	0.39733	1.3479	0.070455	0.55008	0.17768	0.75718
NKX2-6	4	0.0060734	0.032376	0.97454	0.99782	0.97417	0.99763	0.25064	1.3366	0.26233	0.86254	0.18135	0.75718
RAD51AP1	4	0.076556	0.71935	0.68203	0.97598	0.47192	0.95209	0.10298	0.96764	0.67233	0.98028	0.33323	0.78828
FZR1	4	0.11708	1.1761	0.52188	0.95372	0.23956	0.95209	-0.072297	-0.72584	0.71689	0.98372	0.46794	0.82483
FOXD4L3	4	-0.11968	-0.38872	0.55052	0.95895	0.69748	0.96074	0.10827	0.35493	0.65319	0.97922	0.72264	0.91319
ZNF354B	4	0.13738	0.56378	0.45306	0.94133	0.5729	0.953	-0.27939	-1.1365	0.24115	0.84538	0.25574	0.76684
TVP23A	4	0.16817	0.66449	0.35601	0.91513	0.50638	0.95281	0.17565	0.69383	0.44521	0.94243	0.48779	0.82949
INHBB	4	0.26272	1.5201	0.14484	0.74769	0.1285	0.95209	0.17317	1.0012	0.45247	0.9445	0.31671	0.78121
TPD52	4	-0.00095779	-0.0071263	0.99478	0.9997	0.99431	0.9994	0.10871	0.80882	0.6517	0.97922	0.41862	0.81311
